key,en,jp,ch,tc,ru,sp,latam,gr,pl,it,tr,fr,br,pr,kr,hu
hina_perk_enhanced_shadow_description,<color=#f5d6c1>Shadow Clone</color> attacks <color=#f5d6c1>3</color> times faster.,<color=#f5d6c1>影</color>の攻撃速度が<color=#f5d6c1>3</color>倍速くなる。,<color=#f5d6c1>影子</color>会以3倍速度起舞。,影子會以三倍速度起舞。,<color=#f5d6c1>Тень</color> атакует в <color=#f5d6c1>3</color> раза быстрей.,<color=#f5d6c1>Clon de Sombra</color> ataca <color=#f5d6c1>3</color> veces más rápido.,<color=#f5d6c1>Clon de Sombra</color> ataca <color=#f5d6c1>3</color> veces más rápido.,<color=#f5d6c1>Schattenklon</color> greift <color=#f5d6c1>3</color> Mal schneller an.,<color=#f5d6c1>Cienisty Klon</color> atakuje <color=#f5d6c1>3</color> razy szybciej.,Il <color=#f5d6c1>Clone d'Ombra/color> attacca <color=#f5d6c1>3</color> volte più rapidamente.,<color=#f5d6c1>Gölge Klonu</color> <color=#f5d6c1>3</color> kat daha hızlı vurur.,Le <color=#f5d6c1>Clone d'Ombre</color> attaque <color=#f5d6c1>3</color> fois plus vite.,<color=#f5d6c1>Clone da Sombra</color> ataca <color=#f5d6c1>3</color> vezes mais rápido.,<color=#f5d6c1>Clone da Sombra</color> ataca <color=#f5d6c1>3</color> vezes mais rápido.,<color=#f5d6c1>그림자 클론</color>이 3배 빨리 공격합니다.,Az <color=#f5d6c1>Árny Klón</color> <color=#f5d6c1>3</color> -szor gyorsabban támad.
hina_perk_hidden_blade_name,Hina: Hidden Blade,ヒナ：隠し剣,阳菜：暗影冲击,陽菜：暗影衝擊,Хина: Скрытый клинок,Hina: Espada Oculta,Hina: Espada Oculta,Hina: Versteckte Klinge,Hina: Ukryte Ostrze,Hina: Lama Celata,Hina: Gizli Bıçak,Hina : Lame cachée,Hina: Lâmina Oculta,Hina: Lâmina Oculta,히나: 숨겨진 칼날,Hina: Rejtett Penge
hina_perk_hidden_blade_description,<color=#f5d6c1>Hina</color> is now <color=#f5d6c1>Invincible</color> during her dash. <color=#f5d6c1>Hina's</color> dash deals damage equal to triple her Bullet Damage to enemies in the way.,<color=#f5d6c1>ヒナ</color>はダッシュ時に<color=#f5d6c1>無敵</color>になり、進路上の敵に弾と同じダメージを与える。,<color=#f5d6c1>阳菜</color>在冲刺中获得<color=#f5d6c1>无敌</color>效果，并对冲刺路径上的敌人造成100%子弹伤害。,陽菜在衝刺中獲得無敵效果，並對路徑上的敵人造成100%子彈傷害。,"<color=#f5d6c1>Хина</color> становится неуязвимой во время рывка. Рывок наносит урон по пути, равный урону от снарядов.",<color=#f5d6c1>Hina</color> ahora es <color=#f5d6c1>Invencible</color> durante su esprint. El Daño de Bala y el esprint de <color=#f5d6c1>Hina</color> ahora son iguales.,<color=#f5d6c1>Hina</color> ahora es <color=#f5d6c1>Invencible</color> durante su esprint. El Daño de Bala y el esprint de <color=#f5d6c1>Hina</color> ahora son iguales.,<color=#f5d6c1>Hina</color> ist nun <color=#f5d6c1>Unbesiegbar</color> während ihres Dashes. <color=#f5d6c1>Hina's</color> Dash fügt Gegnern in ihrem Weg Schaden in Höhe ihres Waffenschadens zu.,"<color=#f5d6c1>Hina</color> jest teraz <color=#f5d6c1>Nietykalna</color> podczas dashowania. Dash <color=#f5d6c1>Hiny</color> zadaje obrażenia równe obrażeniom jej pocisku przeciwnikom, którzy staną na jej drodze.",<color=#f5d6c1>Hina</color> è ora <color=#f5d6c1>Invincibile</color> durante il suo scatto. Lo scatto di <color=#f5d6c1>Hina</color> infligge danno uguale ai proiettili ai nemici attraversati.,<color=#f5d6c1>Hina</color> atılma sırasında <color=#f5d6c1>Ölümsüz</color> olur. <color=#f5d6c1>Hina'nın</color> atılma sırasında yolunda olan düşmanlara Mermi Hasarı kadar hasar verir.,<color=#f5d6c1>Hina</color> est désormais <color=#f5d6c1>Invincible</color> lors de son sprint. <color=#f5d6c1>Le sprint d'Hina</color> inflige des dégâts égaux à ses dégâts de balles aux ennemis qui se trouvent sur son chemin.,<color=#f5d6c1>Hina</color> se torna <color=#f5d6c1>Invencível</color> durante sua arrancada. A arrancada de <color=#f5d6c1>Hina</color> causa dano igual ao seu Dano do Disparo aos inimigos em seu caminho.,<color=#f5d6c1>Hina</color> se torna <color=#f5d6c1>Invencível</color> durante sua arrancada. A arrancada de <color=#f5d6c1>Hina</color> causa dano igual ao seu Dano do Disparo aos inimigos em seu caminho.,대시 사용 중 <color=#f5d6c1>무적</color> 상태가 됩니다. 대시는 경로상의 적에게 탄환과 동일한 피해를 가합니다.,Mostmár <color=#f5d6c1>Hina</color> <color=#f5d6c1>Halhatatlan</color> a speciális tulajdonsága használata közben. Ez ugyanannyit sebez mint a Golyó Sebzésed.
hina_perk_maneuver_name,Hina: Maneuver,ヒナ：機動力,阳菜：快速拔枪,陽菜：快速拔槍,Хина: Маневренность,Hina: Maniobras,Hina: Maniobras,Hina: Manöver,Hina: Manewr,Hina: Prontezza,Hina: Manevra,Hina : Manœuvre,Hina: Manobra,Hina: Manobra,히나: 묘책,Hina: Manőver
hina_perk_maneuver_description,<color=#f5d6c1>Hina</color> automatically reloads her gun after using her dash.,<color=#f5d6c1>ヒナ</color>はダッシュ後、自動的に銃がリロードされる。,阳菜会在冲刺后自动换弹。,陽菜會在衝刺後自動換彈。,<color=#f5d6c1>Хина</color> автоматически перезаряжает оружие после рывка.,<color=#f5d6c1>Hina</color> automáticamente recarga su arma luego de usar el esprint.,<color=#f5d6c1>Hina</color> automáticamente recarga su arma luego de usar el esprint.,"<color=#f5d6c1>Hina</color> lädt automatisch ihre Waffe, nach ihrem Dash, nach.",<color=#f5d6c1>Hina</color> automatycznie przeładowywuje swoją broń bo użyciu zdolności dash.,<color=#f5d6c1>Hina</color> ricarica automaticamente la sua arma dopo ogni scatto.,<color=#f5d6c1>Hina</color> atılma sırasında otomatik olarak Şarjörünü doldurur.,<color=#f5d6c1>Hina</color> recharge automatiquement son arme après avoir utilisé son dash.,<color=#f5d6c1>Hina</color> automaticamente recarrega a arma após usar sua arrancada.,<color=#f5d6c1>Hina</color> automaticamente recarrega a arma após usar sua arrancada.,대시를 사용하면 자동으로 재장전됩니다.,<color=#f5d6c1>Hina</color> egyből újratölti a fegyvert amikor használod a tulajdonságát.
lilith_perk_necromancer_name,Lilith: Necromancer,リリス：ネクロマンサー,莉莉丝：双生巫术,莉莉絲：雙生巫術,Лилит: Некромант,Lilith: Nigromante,Lilith: Nigromante,Lilith: Nekromant,Lilith: Nekromancer,Lilith: Necromanzia,Lilith: Falcı,Lilith: Necromancie,Lilith: Necromante,Lilith: Necromante,릴리스: 주술사,Lilith: Nekromanta
lilith_perk_necromancer_description,<color=#f5d6c1>Lilith</color> summons an additional <color=#f5d6c1>Spirit</color> when enemies are killed.,<color=#f5d6c1>リリス</color>は敵を倒すと<color=#f5d6c1>霊体</color>を召喚する。,敌人死后，<color=#f5d6c1>莉莉丝</color>会召唤一个额外的<color=#f5d6c1>灵魂</color>。,敵人死後，莉莉絲會召喚一個額外的靈魂。,"При убийстве врагов, <color=#f5d6c1>Лилит</color> призывает еще 1го <color=#f5d6c1>духа</color>.",<color=#f5d6c1>Lilith</color> invoca un <color=#f5d6c1>Spirit</color> cuando los enemigos mueren.,<color=#f5d6c1>Lilith</color> invoca un <color=#f5d6c1>Spirit</color> cuando los enemigos mueren.,"<color=#f5d6c1>Lilith</color> beschwört einen weiteren <color=#f5d6c1>Geist</color>, wenn Gegner getötet werden.",<color=#f5d6c1>Lilith</color> przywołuje dodatkowego <color=#f5d6c1>Ducha</color> kiedy przeciwnik zostaje zabity.,<color=#f5d6c1>Lilith</color> evoca uno <color=#f5d6c1>Spirito</color> in più quando un nemico viene ucciso.,<color=#f5d6c1>Lilith</color> düşma öldürdüğünde ilave olarak <color=#f5d6c1>Ruh</color> çağırır.,<color=#f5d6c1>Lilith</color> invoque un <color=#f5d6c1>Esprit</color> supplémentaire lorsque des ennemis sont tués.,<color=#f5d6c1>Lilith</color> invoca um <color=#f5d6c1>Espírito</color> adicional quando os inimigos são abatidos.,<color=#f5d6c1>Lilith</color> invoca um <color=#f5d6c1>Espírito</color> adicional quando os inimigos são abatidos.,적을 죽일 시 <color=#f5d6c1>정령</color>을 추가 소환합니다.,<color=#f5d6c1>Lilith</color> előidéz még egy <color=#f5d6c1>Lelket</color> amikor az ellenfelek meghalnak.
lilith_perk_necrophile_name,Lilith: Necrophile,リリス：ネクロフィル,莉莉丝：踏骸而行,莉莉絲：戀屍,Лилит: Некрофил,Lilith: Necrofilia,Lilith: Necrofilia,Lilith: Nekrophilie,Lilith: Nekrofilka,Lilith: Necrofilia,Lilith: Necrofil,Lilith: Necrophile,Lilith: Necrófila,Lilith: Necrófila,릴리스: 시간증,Lilith: Nekrofil
lilith_perk_necrophile_description,Gain <color=#f5d6c1>+35%</color> Move Speed for <color=#f5d6c1>1</color> second when an enemy is killed.,敵を倒すと<color=#f5d6c1>1</color>秒間移動速度が<color=#f5d6c1>+35%</color>増加。,杀死敌人后，移动速度<color=#f5d6c1>+35%</color>，持续<color=#f5d6c1>1</color>秒。,擊殺敵人後，獲得1秒35%移速加成。,"При убийстве врага, увеличивает скорость бега на <color=#f5d6c1>+35%</color> на <color=#f5d6c1>1</color> секунду.",Gana <color=#f5d6c1>+35%</color> de Vel. de Movimiento por <color=#f5d6c1>1s</color> cuando se mata un enemigo.,Gana <color=#f5d6c1>+35%</color> de Vel. de Movimiento por <color=#f5d6c1>1s</color> cuando se mata un enemigo.,"Erhalte <color=#f5d6c1>+35%</color> Bewegungsgeschwindigkeit für <color=#f5d6c1>1</color> Sekunde, wenn ein Gegner getötet wird.",Zyskaj <color=#f5d6c1>+35%</color> Prędkości Poruszania na <color=#f5d6c1>1</color> sekundę kiedy przeciwnik zostaje zabity.,Guadagna il <color=#f5d6c1>35%</color> Velocità di Movimento per <color=#f5d6c1>1</color> secondo ogni volta che uccidi un nemico.,Düşman öldürdüğünde <color=#f5d6c1>1</color> saniyeliğine <color=#f5d6c1>35%</color> Hareket Hızı kazanırsın.,Gagne <color=#f5d6c1>+35%</color> de vitesse de déplacement pendant <color=#f5d6c1>1</color> seconde lorsqu'un ennemi est tué.,Ganhe <color=#f5d6c1>+35%</color> de Velocidade de Movimento por <color=#f5d6c1>1</color> segundo quando um inimigo for abatido.,Ganhe <color=#f5d6c1>+35%</color> de Velocidade de Movimento por <color=#f5d6c1>1</color> segundo quando um inimigo for abatido.,적을 죽이면 1초간 이동 속도가 35% 증가합니다.,Szerezz <color=#f5d6c1>+35%</color> mozgási sebességet <color=#f5d6c1>1</color> másodpercre amikor egy ellenfél meghal.
lilith_perk_undead_army_name,Lilith: Undead Army,リリス：不死の軍団,莉莉丝：不死军团,莉莉絲：不死軍團,Лилит: Армия нежити,Lilith: Ejercito de No-Muertos,Lilith: Ejercito de No-Muertos,Lilith: Untote Armee,Lilith: Nieumarła Armia,Lilith: Esercito degli Inferi,Lilith: Ölü Ordusu,Lilith: Armée des morts,Lilith: Exército de mortos-vivos,Lilith: Exército de mortos-vivos,릴리스: 언데드 군대,Lilith: Élőhalott Sereg
scarlett_perk_pyro_affinity_name,Scarlett: Pyro Affinity,スカーレット：火炎親和,斯嘉丽：火焰亲和,斯嘉麗：火焰親和,Скарлет: Тяга к огню,Scarlett: Afinidad Pirómana,Scarlett: Afinidad Pirómana,Scarlett: Feuer Affinität,Scarlett: Pokrewieństwo z Ogniem,Scarlett: Legame Infuocato,Scarlett: Aleve Yatkınlık,Scarlett : Pyro-Affinité,Scarlett: Afinidade Pirotécnica,Scarlett: Afinidade Pirotécnica,스칼렛: 불꽃 애호가,Scarlett: Tűz Affinitás
scarlett_perk_pyromaniac_name,Scarlett: Pyromaniac,スカーレット：火炎狂,斯嘉丽：致命灼伤,斯嘉麗：致命灼傷,Скарлет: Пироманьяк,Scarlett: Pirómano,Scarlett: Pirómano,Scarlett: Pyromane,Scarlett: Piromaniaczka,Scarlett: Piromane,Scarlett: Alev Manyağı,Scarlette : Pyromane,Scarlett: Piromaníaca,Scarlett: Piromaníaca,스칼렛: 방화광,Scarlett: Piromániás
scarlett_perk_pyromaniac_description,<color=#f5d6c1>Scarlett</color> gain <color=#f5d6c1>+10%</color> Fire Rate every time she inflicts <color=#f5d6c1>Burn</color>. This buff resets on reload.,<color=#f5d6c1>スカーレット</color>は<color=#f5d6c1>燃焼</color>を与える度に<color=#f5d6c1>+10%</color>の発射速度を獲得。このバフはリロード時にリセットされる。,每当<color=#f5d6c1>斯嘉丽</color>点燃敌人时，射速<color=#f5d6c1>+10%</color>，换弹将重置效果。,每當斯嘉麗點燃敵人時，射速+10%，換彈將重置效果。,"За <color=#f5d6c1>поджег</color> врага, <color=#f5d6c1>Скарлет</color> получает <color=#f5d6c1>+10%</color> к скорости перезарядки. Этот баф сбрасывается после перезарядки.",<color=#f5d6c1>Scarlett</color> gana <color=#f5d6c1>+10%</color> de Cadencia de Disparo cada vez que inflinje <color=#f5d6c1>Quemar</color>. Esta mejora se resetea en la recarga.,<color=#f5d6c1>Scarlett</color> gana <color=#f5d6c1>+10%</color> de Cadencia de Disparo cada vez que inflinje <color=#f5d6c1>Quemar</color>. Esta mejora se resetea en la recarga.,"<color=#f5d6c1>Scarlett</color> erhält <color=#f5d6c1>+10%</color> Feuerrate, wenn sie <color=#f5d6c1>Brand</color> verursacht. Dieser Bonus setzt sich nach dem Nachladen zurück.",<color=#f5d6c1>Scarlett</color> zyskuje <color=#f5d6c1>+10%</color> szybkostrzelności za każdym razem kiedy przeciwnik otrzymuje obrażenia od <color=#f5d6c1>Ognia</color>. Ten Buff resetuje się po przeładowaniu.,<color=#f5d6c1>Scarlett</color> acquista il <color=#f5d6c1>10%</color> di Rateo di Fuoco ogni volta che ingligge <color=#f5d6c1>Bruciatura</color>. Questo potenziamento si resetta alla ricarica.,<color=#f5d6c1>Scarlett</color> birisine <color=#f5d6c1>Yanma</color> etkisi verdiğinde <color=#f5d6c1>+10%</color> Atış Hızı kazanır. Bu etki şarjörünü yeniden doldurduğunda sıfırlanır.,<color=#f5d6c1>Scarlett</color> gagne <color=#f5d6c1>+10%</color> de Vitesse de Tir à chaque fois qu'elle inflige <color=#f5d6c1>Brûlure</color>. Ce bonus se réinitialise lors du rechargement.,<color=#f5d6c1>Scarlett</color> ganha <color=#f5d6c1>+10%</color> de Taxa de Disparo toda vez que ela inflige <color=#f5d6c1>Queimação</color>. Este efeito é reiniciado ao recarregar.,<color=#f5d6c1>Scarlett</color> ganha <color=#f5d6c1>+10%</color> de Taxa de Disparo toda vez que ela inflige <color=#f5d6c1>Queimação</color>. Este efeito é reiniciado ao recarregar.,적에게 <color=#f5d6c1>화염</color> 공격을 가할 때마다 연사 속도가 10% 증가합니다. 이 효과는 재장전 시 초기화됩니다.,<color=#f5d6c1>Scarlett</color> szerez <color=#f5d6c1>+10%</color> Tűzgyorsaságot amikor <color=#f5d6c1>Égést</color> okoz egy ellenfélnek. Ez addig tart ameddig újra nem töltesz.
scarlett_perk_lasting_flame_name,Scarlett: Lasting Flame,スカーレット：久遠の炎,斯嘉丽：不灭烈焰,斯嘉麗：不滅烈焰,Скарлет: Вечное пламя,Scarlett: Última Flama,Scarlett: Última Flama,Scarlett: Anhaltende Flamme,Scarlett: Trwały Płomień,Scarlett: Ultima Fiamma,Scarlett: Süren Ateş,Scarlett : Flamme Durable,Scarlett: Chama Duradoura,Scarlett: Chama Duradoura,스칼렛: 지속성,Scarlet: Tartós Láng
